Carimbo de data/hora;Em que ano(s) seu(s) filho(s) est√°(√£o) matriculado(s) no CEMEL?;H√° quanto tempo seu(s) filho(s) estuda(m) no CEMEL?;Como voc√™ avalia a qualidade do ensino oferecido pelo CEMEL?;Em que grau voc√™ percebe o desenvolvimento acad√™mico e pessoal do seu filho no CEMEL?;A metodologia pedag√≥gica da escola atende √†s necessidades do seu filho?;Como voc√™ avalia o relacionamento e compet√™ncia dos professores e coordena√ß√£o?;Como voc√™ avalia a comunica√ß√£o da escola com as fam√≠lias?;Quais canais de comunica√ß√£o voc√™ mais utiliza para se comunicar com a escola?;A frequ√™ncia de comunica√ß√£o da escola √©:;As informa√ß√µes transmitidas pela escola s√£o claras e objetivas?;Como voc√™ avalia as instala√ß√µes f√≠sicas do CEMEL?;Os recursos pedag√≥gicos (materiais, tecnologia, biblioteca) s√£o adequados?;Como voc√™ avalia a seguran√ßa oferecida pela escola?;Como voc√™ avalia o atendimento da secretaria/administrativo?;Quando voc√™ tem alguma d√∫vida ou problema, a escola resolve de forma:;A dire√ß√£o da escola est√° dispon√≠vel quando necess√°rio?;Como voc√™ avalia o custo-benef√≠cio do CEMEL?;Quais s√£o os principais diferenciais que voc√™ enxerga no CEMEL?;Em uma escala de 0 a 10, qual a probabilidade de voc√™ recomendar o CEMEL para outras fam√≠lias?;Qual sua inten√ß√£o para a rematr√≠cula de 2026?;Quais fatores est√£o influenciando sua d√∫vida ou decis√£o de n√£o renovar?;O que o CEMEL faz de MELHOR na sua opini√£o?;O que o CEMEL poderia MELHORAR?;Voc√™ tem alguma sugest√£o espec√≠fica para a escola?;Gostaria de compartilhar mais alguma coisa conosco?
25/08/2025 15:48:19;Ensino Fundamental - 6º ao 9º ano;Entre 2 a 4 anos;Muito bom;Dentro das expectativas;Atende completamente;Excelente;Muito boa;WhatsApp;Adequada;Na maioria das vezes;Muito boa;Muito adequados;Muito boa;Muito bom;Rápida e eficiente;Sempre;Excelente;Qualidade do ensino, Atenção individualizada, Valores e princípios, Relacionamento família-escola, Metodologia pedagógica;10;Já decidi renovar a matrícula;;O relacionamento , alunos e corpo docete;As oficinas, serem mais sérias ;Não ;Quando pergunto sobre as oficinas meu filho anda desmotivado,dizendo que é feito de qualquer forma 
25/08/2025 15:48:36;Ensino Fundamental - 1º ano;Este é o primeiro ano (2025);Excelente;Muito acima das expectativas;Atende completamente;Muito bom;Excelente;Telefone;Adequada;Sempre;Excelente;Muito adequados;Excelente;Excelente;Muito rápida e eficiente;Sempre;Muito bom;Qualidade do ensino;10;Ainda estou avaliando;Questões financeiras;no ensino muito bom ;Pra mim tá ok ;Não ;Não 
25/08/2025 15:49:46;Ensino Fundamental - 5º ano;5 anos ou mais;Excelente;Dentro das expectativas;Atende completamente;Excelente;Muito boa;WhatsApp, Telefone;Adequada;Sempre;Muito boa;Adequados;Excelente;Muito bom;Rápida e eficiente;Sempre;Muito bom;Qualidade do ensino, Atenção individualizada, Valores e princípios, Relacionamento família-escola, Metodologia pedagógica, Tradição e credibilidade, Localização, Atividades extracurriculares;8;Já decidi renovar a matrícula;;Tratamento individualizado para com aluno ;Quando chove as salas de cima molham e é muito perigoso escorregar na passagem para descer ao banheiro . Acho perigoso ! Material didático o custo é altíssimo deveria ser feito diretamente pelos pais ! Valor de xerox $400 é altíssimo pela quantidade de folhas utilizadas já que já se usa os livros ! Isso não sai nem $100 caso peçam na xerox de bairro que os estudantes tem descontos.;Sim ! Quando chove as salas de cima molham e é muito perigoso escorregar na passagem para descer ao banheiro . Acho perigoso ! Material didático o custo é altíssimo deveria ser feito diretamente pelos pais ! Valor de xerox $400 é altíssimo pela quantidade de folhas utilizadas já que já se usa os livros ! Isso não sai nem $100 caso peçam na xerox de bairro que os estudantes tem descontos.;Não 
25/08/2025 15:49:58;Ensino Fundamental - 6º ao 9º ano;Entre 2 a 4 anos;Muito bom;Dentro das expectativas;Atende parcialmente;Bom;Muito boa;WhatsApp, Reuniões presenciais;Adequada;Sempre;Regular;Parcialmente adequados;Muito boa;Excelente;Rápida e eficiente;Sempre;Muito bom;Valores e princípios, Relacionamento família-escola, Tradição e credibilidade, Localização;9;Provavelmente vou renovar;;Acolhe;Formação dos docentes, acompanhamento dos profissionais de sala de aula, para aulas mais dinâmicas e diversificada.;A sugestão é a capacitação dos profissionais que já são maravilhosos, porém precisam de reciclagem.;O Cemel é uma escola abençoada, extensão dos nossos lares.
25/08/2025 15:50:22;Educação Infantil - Pré II, Ensino Fundamental - 4º ano;5 anos ou mais;Excelente;Muito acima das expectativas;Atende completamente;Excelente;Muito boa;WhatsApp, Agenda escolar, Reuniões presenciais, Telefone;Adequada;Na maioria das vezes;Muito boa;Adequados;Muito boa;Excelente;Muito rápida e eficiente;Sempre;Excelente;Qualidade do ensino, Atenção individualizada, Valores e princípios, Relacionamento família-escola, Metodologia pedagógica, Tradição e credibilidade, Atividades extracurriculares;10;Já decidi renovar a matrícula;;Proposta pedagógica. Aprendizado baseado em projetos.;Talvez algum sistema de comunicação mais efetivo.;;
25/08/2025 15:55:39;Ensino Fundamental - 6º ao 9º ano;5 anos ou mais;Muito bom;Acima das expectativas;Atende completamente;Muito bom;Muito boa;WhatsApp;Adequada;Sempre;Muito boa;Adequados;Muito boa;Bom;Rápida e eficiente;Sempre;Muito bom;Qualidade do ensino;10;Provavelmente vou renovar;;Ensino muito bom ;Não tenho o que opinar no momento ;Não ;Não somente isso
25/08/2025 15:55:55;Educação Infantil - Pré I, Ensino Fundamental - 4º ano;5 anos ou mais;Muito bom;Acima das expectativas;Atende completamente;Muito bom;Muito boa;WhatsApp;Adequada;Sempre;Precisa melhorar;Adequados;Boa;Excelente;Adequada;Sempre;Muito bom;Atenção individualizada, Valores e princípios, Tradição e credibilidade;10;Já decidi renovar a matrícula;;Reconhecimento de cada criança. ;As instalações. Precisa de reformas.;;
25/08/2025 15:56:59;Ensino Fundamental - 6º ao 9º ano;5 anos ou mais;Muito bom;Dentro das expectativas;É adequada;Muito bom;Muito boa;WhatsApp;Adequada;Sempre;Regular;Adequados;Excelente;Excelente;Muito rápida e eficiente;Sempre;Bom;Relacionamento família-escola, Tradição e credibilidade, Localização;9;Provavelmente vou renovar;;Nada a declarar ;Está ótimo ;Melhoria no valor dos livros ;
25/08/2025 15:59:28;Ensino Fundamental - 6º ao 9º ano;5 anos ou mais;Excelente;Muito acima das expectativas;Atende completamente;Muito bom;Excelente;WhatsApp;Adequada;Sempre;Excelente;Muito adequados;Excelente;Muito bom;Muito rápida e eficiente;Sempre;Muito bom;Qualidade do ensino;10;Já decidi renovar a matrícula;;Admiro o comprometimento com o ensino e também a responsabilidade individual com cada aluno.;Na minha opinião está tudo dentro dos padrões e métodos de ensino eficaz. ;Não ,acho que tudo dentro das normas.;
25/08/2025 16:07:49;Ensino Fundamental - 6º ao 9º ano;5 anos ou mais;Bom;Acima das expectativas;Atende completamente;Excelente;Muito boa;WhatsApp;Adequada;Na maioria das vezes;Muito boa;Adequados;Muito boa;Excelente;Rápida e eficiente;Sempre;Bom;Qualidade do ensino, Atenção individualizada, Relacionamento família-escola, Localização, Atividades extracurriculares;10;Provavelmente não vou renovar;Vai para a Etec ;A parceria ;Valores do uniforme, matrícula/rematrícula ;Não ;Não 
25/08/2025 16:15:47;Ensino Fundamental - 6º ao 9º ano;Entre 2 a 4 anos;Excelente;Dentro das expectativas;Atende completamente;Excelente;Excelente;WhatsApp;Adequada;Sempre;Excelente;Muito adequados;Excelente;Excelente;Muito rápida e eficiente;Sempre;Excelente;Qualidade do ensino, Atenção individualizada, Valores e princípios, Infraestrutura, Relacionamento família-escola, Metodologia pedagógica, Tradição e credibilidade, Localização, Atividades extracurriculares;10;Já decidi renovar a matrícula;;Acompanhamento do aluno ;A quadra da escola ;Não ;Não 
25/08/2025 16:19:03;Educação Infantil - Pré II, Ensino Fundamental - 4º ano;Entre 2 a 4 anos;Muito bom;Acima das expectativas;Atende completamente;Excelente;Excelente;WhatsApp, Agenda escolar, Reuniões presenciais;Adequada;Sempre;Boa;Adequados;Excelente;Muito bom;Rápida e eficiente;Sempre;Muito bom;Qualidade do ensino, Atenção individualizada, Valores e princípios, Infraestrutura, Relacionamento família-escola, Metodologia pedagógica, Tradição e credibilidade, Localização, Atividades extracurriculares;10;Já decidi renovar a matrícula;;A dedicaçao carinho e preocupação voltada para os alunos ;Falta de um espaço maior nas apresentações;;
25/08/2025 16:24:18;Ensino Fundamental - 4º ano;Entre 2 a 4 anos;Excelente;Acima das expectativas;Atende completamente;Muito bom;Muito boa;WhatsApp, Agenda escolar, Telefone;Adequada;Na maioria das vezes;Boa;Adequados;Precisa melhorar;Muito bom;Rápida e eficiente;Na maioria das vezes;Muito bom;Qualidade do ensino, Valores e princípios, Relacionamento família-escola, Metodologia pedagógica, Tradição e credibilidade, Atividades extracurriculares;10;Já decidi renovar a matrícula;;Tem um grupo de professores muito capacitados e que oferecem resultados.;"- primeiramente a segurança, pois acho ambos as entradas muito vulnerável, fácil acesso para qualquer pessoa.
- Contratar professores substitutos para assim oferecer as aulas conforme informado na contratação, pois os professores tem imprevistos, porém os alunos não podem ficar sem as aulas.";;
25/08/2025 16:24:36;Ensino Fundamental - 6º ao 9º ano;Entre 2 a 4 anos;Excelente;Acima das expectativas;Atende completamente;Excelente;Excelente;WhatsApp;Excessiva;Sempre;Muito boa;Adequados;Excelente;Excelente;Rápida e eficiente;Sempre;Excelente;Qualidade do ensino, Atenção individualizada, Valores e princípios, Relacionamento família-escola, Metodologia pedagógica, Localização;10;Já decidi renovar a matrícula;;Comunicado e ensino ;Ao meu ver a estrutura e qualidade da quadra ;Ampliação da quadra ;Somente
25/08/2025 16:28:01;Ensino Fundamental - 6º ao 9º ano;5 anos ou mais;Muito bom;Acima das expectativas;Atende completamente;Muito bom;Muito boa;WhatsApp;Adequada;Sempre;Boa;Muito adequados;Muito boa;Muito bom;Rápida e eficiente;Sempre;Excelente;Qualidade do ensino;10;Provavelmente vou renovar;;O ensino e a atenção com os alunos;Nada...no geral a equipe é nota 10,está sempre disposta a ajudar;;
25/08/2025 16:32:08;Ensino Fundamental - 1º ano, Ensino Fundamental - 4º ano;5 anos ou mais;Muito bom;Dentro das expectativas;É adequada;Bom;Precisa melhorar;WhatsApp;Adequada;Às vezes;Muito boa;Adequados;Muito boa;Excelente;Muito rápida e eficiente;Sempre;Muito bom;Qualidade do ensino, Atenção individualizada, Valores e princípios, Relacionamento família-escola, Tradição e credibilidade;10;Provavelmente vou renovar;;A atenção que a Direção tem com os alunos, a forma de ensino;a comunicação, algumas informação não chegam antecipadamente;mais atividades para a turma do integral;
25/08/2025 16:59:12;Ensino Fundamental - 3º ano;Entre 2 a 4 anos;Muito bom;Dentro das expectativas;Atende completamente;Muito bom;Excelente;WhatsApp, Agenda escolar;Adequada;Sempre;Boa;Parcialmente adequados;Excelente;Excelente;Muito rápida e eficiente;Sempre;Bom;Atenção individualizada, Relacionamento família-escola, Localização, Atividades extracurriculares;10;Já decidi renovar a matrícula;;Atendimento individualizado ;Diminuir as suspensão das aulas do período da tarde sempre que há evento programado para fim de semana.;Armários na escola para que as crianças possam deixar os materiais. Além do peso incompatível com a idade.  Ainda há atenção ao subir e descer escadas o que aumenta o risco.;
25/08/2025 16:59:50;Ensino Fundamental - 5º ano;5 anos ou mais;Excelente;Acima das expectativas;Atende completamente;Excelente;Excelente;WhatsApp;Adequada;Sempre;Muito boa;Adequados;Muito boa;Excelente;Muito rápida e eficiente;Sempre;Excelente;Qualidade do ensino, Valores e princípios, Relacionamento família-escola;10;Já decidi renovar a matrícula;;Ótimo ensino ;Acho a mochila que eles carregam muito pesada;Somente o peso da mochila mesmo ;Somente isso mesmo 
25/08/2025 17:11:32;Ensino Fundamental - 1º ano, Ensino Fundamental - 4º ano;Entre 2 a 4 anos;Excelente;Dentro das expectativas;Atende completamente;Excelente;Excelente;WhatsApp, Agenda escolar, Reuniões presenciais, Recados via aluno;Adequada;Sempre;Muito boa;Adequados;Excelente;Excelente;Rápida e eficiente;Sempre;Excelente;Qualidade do ensino, Atenção individualizada, Valores e princípios, Infraestrutura, Relacionamento família-escola, Metodologia pedagógica, Tradição e credibilidade, Localização, Atividades extracurriculares;10;Já decidi renovar a matrícula;;Gosto muito do modelo de ensino , o ambiente é agradável e acolhedor .. todos em geral sempre educados e gentis . Sempre estão buscando melhorias seja na parte da educação quanto da estrutura . ;Tudo ok ! ;;
25/08/2025 17:17:42;Ensino Fundamental - 2º ano;Entre 2 a 4 anos;Excelente;Acima das expectativas;Atende completamente;Excelente;Excelente;WhatsApp;Adequada;Sempre;Muito boa;Muito adequados;Muito boa;Muito bom;Rápida e eficiente;Sempre;Excelente;Qualidade do ensino, Valores e princípios, Relacionamento família-escola, Metodologia pedagógica, Localização, Atividades extracurriculares;10;Já decidi renovar a matrícula;;Método de ensino dentro da sala de aula, percebe-se que as crianças absorvem e aprendem com facilidade. E também o relacionamento com os alunos.;O atendimento de todos os funcionários da escola, de forma geral, é bom. No entanto, acredito que poderia ser ainda melhor se houvesse um pouco mais de simpatia e cordialidade em alguns contatos. Desde o meu primeiro contato com a escola, notei em determinados momentos uma postura menos cortês de alguns funcionários, com respostas que por vezes soam rudes tanto para pais como para alunos. Reforçar a atenção a este ponto certamente contribuiria para um ambiente ainda mais acolhedor e positivo.;No momento não.;No momento não.
25/08/2025 17:47:10;Ensino Fundamental - 6º ao 9º ano;5 anos ou mais;Excelente;Abaixo das expectativas;Não atende;Excelente;Boa;WhatsApp;Adequada;Na maioria das vezes;Precisa melhorar;Parcialmente adequados;Muito boa;Excelente;Rápida e eficiente;Sempre;Muito bom;Qualidade do ensino, Atenção individualizada, Valores e princípios, Relacionamento família-escola, Tradição e credibilidade, Localização;10;Já decidi renovar a matrícula;;Acolhimento, relacionamento familia/escola, ;Acredito complemente na qualidade de ensino do cemel, mais poderia investir em metodologia diferenciada para as crianças especiais. Ter um auxiliar de classe e psicopedagos por exemplo em salas com essas crianças, pois eles precisam de supervisão constante para conseguirem executar suas atividades;Professores auxiliares, pois percebo muitas crianças necessitadas, não somente o Arthur...;Não. Somente agradecer 
25/08/2025 17:58:22;Ensino Fundamental - 3º ano;Entre 2 a 4 anos;Bom;Dentro das expectativas;Atende completamente;Regular;Precisa melhorar;Agenda escolar;Insuficiente;Na maioria das vezes;Precisa melhorar;Parcialmente adequados;Boa;Precisa melhorar;Adequada;Sempre;Bom;Qualidade do ensino, Valores e princípios, Relacionamento família-escola, Metodologia pedagógica, Tradição e credibilidade, Atividades extracurriculares;9;Provavelmente vou renovar;;Método de ensino;Infraestrutura, Atendimento secretaria, organização de eventos;Mais professores como a professora Talita e Edna;Somente 
25/08/2025 18:14:23;Ensino Fundamental - 4º ano;Entre 2 a 4 anos;Excelente;Acima das expectativas;Atende completamente;Excelente;Excelente;WhatsApp, Agenda escolar;Adequada;Sempre;Excelente;Muito adequados;Excelente;Excelente;Muito rápida e eficiente;Sempre;Muito bom;Qualidade do ensino, Valores e princípios, Infraestrutura, Relacionamento família-escola, Metodologia pedagógica, Tradição e credibilidade, Atividades extracurriculares;10;Já decidi renovar a matrícula;;Promove a formação integral, o que inclui o desenvolvimento cognitivo e a construção do conhecimento, o aperfeiçoamento das competências socioemocionais, como empatia e respeito à diversidade, e o estímulo à autonomia e à cidadania responsável.;Satisfeita. ( Nada a declarar).;;Apenas gratidão por tudo.
25/08/2025 18:17:54;Ensino Fundamental - 6º ao 9º ano;5 anos ou mais;Excelente;Abaixo das expectativas;É adequada;Excelente;Excelente;WhatsApp;Adequada;Sempre;Muito boa;Adequados;Excelente;Excelente;Muito rápida e eficiente;Sempre;Regular;Atenção individualizada, Valores e princípios, Relacionamento família-escola, Tradição e credibilidade;8;Ainda estou avaliando;Questões financeiras;Ajuda muito na educação/criação das crianças e nos princípios ;Mais lição de casa ;Eu acho que no plano pedagógico poderia incluir mais lições de casa, vejo muito tempo ocioso, um exemplo básico, é tabuada, pego o Nathan e a Milena por exemplo, se você perguntar uma tabuada não sabem, o que é uma coisa básica, e estão quase indo pro segundo gra;
25/08/2025 18:18:31;Ensino Fundamental - 6º ao 9º ano;5 anos ou mais;Excelente;Dentro das expectativas;Atende completamente;Excelente;Muito boa;WhatsApp, Agenda escolar;Adequada;Sempre;Boa;Adequados;Muito boa;Muito bom;Rápida e eficiente;Sempre;Muito bom;Qualidade do ensino, Atenção individualizada, Relacionamento família-escola, Localização, Atividades extracurriculares;10;Já decidi renovar a matrícula;;Ensino humanizado.;Está tudo ok.;Salas temáticas.;
25/08/2025 18:33:45;Ensino Fundamental - 6º ao 9º ano;Entre 2 a 4 anos;Excelente;Dentro das expectativas;Atende completamente;Precisa melhorar;Excelente;WhatsApp, Reuniões presenciais;Adequada;Sempre;Boa;Adequados;Muito boa;Excelente;Rápida e eficiente;Sempre;Excelente;Atenção individualizada, Valores e princípios, Relacionamento família-escola, Tradição e credibilidade;10;Já decidi renovar a matrícula;;O relacionamento entre escola e família, acolhimento especial.;No relacionamento entre prof e aluno, as vezes escutamos coisas em casa que nao são agradáveis e são ditas por prof específicos.;;Continuem com esse relacionamento acolhedor que isso faz diferença .
25/08/2025 18:37:09;Ensino Fundamental - 2º ano;Entre 2 a 4 anos;Muito bom;Acima das expectativas;É adequada;Muito bom;Boa;WhatsApp;Adequada;Na maioria das vezes;Muito boa;Adequados;Muito boa;Bom;Adequada;Na maioria das vezes;Bom;Qualidade do ensino, Localização;8;Provavelmente vou renovar;;Ensino ;Já ouvi meu filho e os amiguinhos dele reclamarem do professor Júnior!!! ;;
25/08/2025 18:37:31;Ensino Fundamental - 3º ano;Entre 2 a 4 anos;Muito bom;Dentro das expectativas;É adequada;Excelente;Precisa melhorar;WhatsApp, Agenda escolar, Reuniões presenciais;Adequada;Sempre;Regular;Parcialmente adequados;Regular;Muito bom;Rápida e eficiente;Sempre;Bom;Qualidade do ensino, Atenção individualizada, Valores e princípios, Metodologia pedagógica, Tradição e credibilidade;8;Ainda estou avaliando;Questões financeiras;Metodologia de ensino ;Informações com antecedência. ;;
25/08/2025 18:54:27;Ensino Fundamental - 6º ao 9º ano;5 anos ou mais;Excelente;Acima das expectativas;Atende completamente;Excelente;Muito boa;WhatsApp;Adequada;Sempre;Muito boa;Adequados;Muito boa;Muito bom;Rápida e eficiente;Sempre;Muito bom;Qualidade do ensino, Valores e princípios, Relacionamento família-escola, Metodologia pedagógica, Atividades extracurriculares;9;Ainda estou avaliando;Busca por escola com metodologia diferente;A qualidade do ensino ; nada ;Não ;Não 
25/08/2025 19:14:16;Educação Infantil - Pré II;Entre 2 a 4 anos;Muito bom;Dentro das expectativas;É adequada;Muito bom;Muito boa;WhatsApp;Adequada;Sempre;Regular;Adequados;Boa;Muito bom;Rápida e eficiente;Sempre;Bom;Valores e princípios, Relacionamento família-escola, Tradição e credibilidade, Localização;9;Ainda estou avaliando;Questões financeiras;Orientação sobre os princípios e valores;Modernizar a sala de informática.;Reformar o porquinho.;. 
25/08/2025 19:18:28;Ensino Fundamental - 4º ano;Entre 2 a 4 anos;Muito bom;Dentro das expectativas;É adequada;Muito bom;Muito boa;WhatsApp;Adequada;Sempre;Boa;Adequados;Muito boa;Muito bom;Rápida e eficiente;Sempre;Bom;Valores e princípios, Relacionamento família-escola, Tradição e credibilidade, Localização;9;Provavelmente vou renovar;;.;.;.;.
25/08/2025 19:21:29;Ensino Médio - 1º ano;5 anos ou mais;Excelente;Muito acima das expectativas;Atende completamente;Excelente;Excelente;WhatsApp;Adequada;Sempre;Excelente;Muito adequados;Excelente;Excelente;Muito rápida e eficiente;Sempre;Excelente;Qualidade do ensino, Atenção individualizada, Valores e princípios, Infraestrutura, Relacionamento família-escola, Metodologia pedagógica, Tradição e credibilidade, Localização, Atividades extracurriculares, ;10;Já decidi renovar a matrícula;;Relacionamento  entre pais e mestres!;Está  tudo ótimo!;"Não 
";"Só  agradecer. 
"
25/08/2025 19:57:03;Ensino Fundamental - 6º ao 9º ano;5 anos ou mais;Excelente;Muito acima das expectativas;Atende completamente;Excelente;Precisa melhorar;WhatsApp;Adequada;Na maioria das vezes;Precisa melhorar;Parcialmente adequados;Precisa melhorar;Muito bom;Rápida e eficiente;Sempre;Precisa melhorar;Qualidade do ensino;9;Provavelmente não vou renovar;Questões financeiras;Qualidade do ensino ;Espaço físico, comunicados mais claros, festa ou eventos tem que ser no final de semana.;;
25/08/2025 21:25:35;Ensino Fundamental - 4º ano;Entre 2 a 4 anos;Muito bom;Dentro das expectativas;Atende completamente;Excelente;Excelente;WhatsApp, Telefone;Adequada;Sempre;Boa;Adequados;Excelente;Excelente;Rápida e eficiente;Sempre;Bom;Qualidade do ensino, Atenção individualizada, Valores e princípios, Relacionamento família-escola;10;Ainda estou avaliando;Questões financeiras;Didática com os alunos na forma de aprendizagem, muito bom.;Pra mim está satisfatório ;;
25/08/2025 21:56:52;Ensino Fundamental - 4º ano;5 anos ou mais;Excelente;Acima das expectativas;Atende completamente;Muito bom;Excelente;WhatsApp, Telefone;Adequada;Sempre;Excelente;Adequados;Muito boa;Excelente;Rápida e eficiente;Sempre;Excelente;Qualidade do ensino, Atenção individualizada, Valores e princípios, Relacionamento família-escola, Tradição e credibilidade;10;Provavelmente vou renovar;;Educação,  resolve assuntos rapidamente ;Poderia ter mais banheiros. ;;"
"
25/08/2025 22:15:01;Ensino Fundamental - 6º ao 9º ano;Entre 2 a 4 anos;Muito bom;Acima das expectativas;Atende completamente;Muito bom;Muito boa;WhatsApp;Adequada;Na maioria das vezes;Muito boa;Muito adequados;Muito boa;Bom;Adequada;Na maioria das vezes;Muito bom;Qualidade do ensino, Atenção individualizada, Metodologia pedagógica, Localização;10;Já decidi renovar a matrícula;;sem;sem;sem;sem
25/08/2025 22:27:53;Ensino Fundamental - 4º ano;5 anos ou mais;Muito bom;Dentro das expectativas;É adequada;Bom;Boa;WhatsApp;Adequada;Às vezes;Regular;Adequados;Boa;Bom;Adequada;Na maioria das vezes;Regular;Qualidade do ensino, Valores e princípios, Relacionamento família-escola, Tradição e credibilidade, Localização;7;Provavelmente vou renovar;;Ensino ;Estruturas;;
25/08/2025 22:48:48;Ensino Fundamental - 1º ano;Entre 2 a 4 anos;Muito bom;Dentro das expectativas;É adequada;Excelente;Excelente;WhatsApp, Agenda escolar, Reuniões presenciais;Adequada;Sempre;Boa;Adequados;Boa;Excelente;Muito rápida e eficiente;Sempre;Bom;Qualidade do ensino, Valores e princípios, Relacionamento família-escola, Metodologia pedagógica, Tradição e credibilidade;9;Provavelmente vou renovar;;Qualidade de ensino e o atendimento acolhedor e respeitoso.;.;;
25/08/2025 23:25:16;Ensino Fundamental - 3º ano;5 anos ou mais;Muito bom;Dentro das expectativas;Atende parcialmente;Excelente;Boa;WhatsApp, Agenda escolar;Adequada;Na maioria das vezes;Muito boa;Adequados;Muito boa;Muito bom;Adequada;Sempre;Muito bom;Atenção individualizada, Valores e princípios, Relacionamento família-escola;10;Provavelmente vou renovar;;Conhece cada aluno pelo nome, e dá atenção a cada um deles dentro de suas necessidades deforma individualizada.;Acredito que nas aulas de informática as crianças deveriam aprender a utilizar ao menos o básico de dois programas como Word e o Excel ao invés de ficarem somente em jogos. E inglês ser um pouquinho mais avançado,  pois do 1 ao 3 ano, não vejo uma evolução no aprendizado.;A introdução de aulas de educação financeira e robótica,  seriam bem interessantes, no lugar das aulas de informática por exemplo.;No meu ponto de vista a escola vem evoluindo a cada ano mais, e creio que essa pesquisa venha a trazer mudanças melhores ainda para o ano de 2026.
26/08/2025 00:14:05;Educação Infantil - Pré I;Entre 2 a 4 anos;Excelente;Dentro das expectativas;Atende completamente;Excelente;Excelente;WhatsApp, Agenda escolar, Reuniões presenciais;Adequada;Na maioria das vezes;Excelente;Muito adequados;Excelente;Excelente;Muito rápida e eficiente;Sempre;Excelente;Qualidade do ensino, Atenção individualizada, Valores e princípios, Relacionamento família-escola, Metodologia pedagógica, Tradição e credibilidade, Localização;10;Já decidi renovar a matrícula;;Cordialidade, educação, interesse em resolver qualquer situação problema, responsabilidade, harmonia, respeito, atenção necessária e carinho.;Atualizar as salas com lousas brancas de canetas.;Vender menos doces na cantina.;
26/08/2025 08:24:13;Ensino Fundamental - 1º ano, Ensino Fundamental - 4º ano;Entre 2 a 4 anos;Excelente;Acima das expectativas;Atende completamente;Excelente;Excelente;WhatsApp, Agenda escolar;Adequada;Sempre;Excelente;Muito adequados;Boa;Excelente;Rápida e eficiente;Sempre;Bom;Qualidade do ensino, Valores e princípios, Infraestrutura, Relacionamento família-escola, Metodologia pedagógica, Tradição e credibilidade, Localização, Atividades extracurriculares;10;Já decidi renovar a matrícula;;O Ensino muito bom, o acolhimento com o aluno.;Os lanches, colocando algo mais saudável. ;Nao ;Nao 
26/08/2025 08:25:50;Ensino Fundamental - 6º ao 9º ano;5 anos ou mais;Muito bom;Dentro das expectativas;Atende completamente;Muito bom;Muito boa;WhatsApp;Adequada;Na maioria das vezes;Boa;Adequados;Muito boa;Bom;Rápida e eficiente;Sempre;Bom;Valores e princípios;8;Provavelmente vou renovar;;Cuida dos valores éticos e morais dentro da escola. ;Vejo que vocês já estão focados nas melhorias necessárias ;;
26/08/2025 09:14:39;Ensino Fundamental - 2º ano;Entre 2 a 4 anos;Excelente;Dentro das expectativas;Atende completamente;Excelente;Muito boa;WhatsApp, Agenda escolar;Adequada;Sempre;Excelente;Muito adequados;Excelente;Excelente;Muito rápida e eficiente;Sempre;Excelente;Qualidade do ensino;10;Provavelmente vou renovar;;A evolução do aluno é muito rápida;Não tem o reclamar ;Não tenho sugestão pra mim está excelente ;Não 
26/08/2025 09:59:23;Educação Infantil - Maternal, Educação Infantil - Pré I, Ensino Fundamental - 6º ao 9º ano;5 anos ou mais;Muito bom;Dentro das expectativas;Atende parcialmente;Excelente;Excelente;WhatsApp, Agenda escolar, Reuniões presenciais;Adequada;Sempre;Excelente;Adequados;Muito boa;Excelente;Muito rápida e eficiente;Sempre;Muito bom;Atenção individualizada, Valores e princípios, Relacionamento família-escola, Metodologia pedagógica;9;Provavelmente vou renovar;;o acolhimento.;reforços para os alunos atrasados obrigatório para as oficinas ;;
26/08/2025 10:54:13;Ensino Fundamental - 3º ano;Entre 2 a 4 anos;Excelente;Dentro das expectativas;Atende completamente;Excelente;Precisa melhorar;Agenda escolar;Insuficiente;Sempre;Excelente;Adequados;Excelente;Excelente;Muito rápida e eficiente;Sempre;Muito bom;Qualidade do ensino;10;Provavelmente vou renovar;;Na minha opinião tá tudo bem em todos os sentidos ;Acho a comunicação dentro de sala de aula,  ;Nao ;Nao 
26/08/2025 15:45:29;Ensino Fundamental - 1º ano;Entre 2 a 4 anos;Muito bom;Dentro das expectativas;É adequada;Muito bom;Muito boa;WhatsApp;Adequada;Na maioria das vezes;Boa;Adequados;Boa;Bom;Adequada;Sempre;Muito bom;Qualidade do ensino, Valores e princípios, Metodologia pedagógica;9;Já decidi renovar a matrícula;;No ensino;Na estrutura escolar;Não;Não 
28/08/2025 18:20:43;Ensino Fundamental - 1º ano;Entre 2 a 4 anos;Bom;Dentro das expectativas;É adequada;Bom;Boa;Telefone;Adequada;Às vezes;Regular;Adequados;Regular;Muito bom;Adequada;Sempre;Bom;Qualidade do ensino, Valores e princípios, Metodologia pedagógica;10;Ainda estou avaliando;Problemas de comunicação, ;O ENSINO;FAZER UMA REFORMA ;NAO;SE FOSSE POSSIVEL FAZER UMA COBERTURA NA ENTRADA 
29/08/2025 11:17:23;Educação Infantil - Pré I;Entre 2 a 4 anos;Muito bom;Dentro das expectativas;É adequada;Muito bom;Excelente;WhatsApp, Agenda escolar, Reuniões presenciais;Adequada;Sempre;Muito boa;Adequados;Muito boa;Muito bom;Rápida e eficiente;Na maioria das vezes;Muito bom;Qualidade do ensino, Atenção individualizada, Valores e princípios, Relacionamento família-escola, Metodologia pedagógica, Tradição e credibilidade;10;Já decidi renovar a matrícula;;Atenção e cuidado ;Não identifiquei ;Não se aplica ;
29/08/2025 11:45:07;Ensino Fundamental - 6º ao 9º ano;5 anos ou mais;Precisa melhorar;Abaixo das expectativas;Atende parcialmente;Muito bom;Excelente;WhatsApp;Adequada;Sempre;Precisa melhorar;Parcialmente adequados;Muito boa;Excelente;Muito rápida e eficiente;Sempre;Bom;Atenção individualizada, Valores e princípios, Relacionamento família-escola;8;Provavelmente não vou renovar;O aluno não vem dando resultados com o investimento que está sendo feito. Neste caso irei colocar em uma escola pública. E tentar investir o custo da escola em cursos ;A proximidade com as Famílias, a preocupação individual com cada aluno. Eu acho isso incrível ;as lições, trabalhos poderiam ser todos postados em um portal. Hoje somente alguns são postados no classroom. ;;
29/08/2025 14:39:14;Ensino Fundamental - 6º ao 9º ano;5 anos ou mais;Muito bom;Acima das expectativas;Atende parcialmente;Muito bom;Boa;WhatsApp;Adequada;Às vezes;Boa;Adequados;Boa;Bom;Adequada;Às vezes;Regular;Qualidade do ensino, Valores e princípios, Infraestrutura, Relacionamento família-escola, Metodologia pedagógica, Localização;9;Ainda estou avaliando;Questões financeiras;Ensino;Ver qual é a dificuldade do aluno;Observar os professores e os alunos, como é feita a aula.;Não 